"strain","rep","life_span","activity_type","time_d","activity"
"JU258",18,17,"stim","1.5",153
"JU258",18,17,"stim","3",67
"JU258",18,17,"stim","4.5",18
"JU258",18,17,"stim","6",93
"JU258",18,17,"stim","8",193
"JU258",18,17,"stim","9.5",191
"JU258",18,17,"stim","11.5",58
"JU258",18,17,"stim","13",56
"JU258",18,17,"stim","15",70
"JU258",18,17,"stim","17",NA
"JU258",18,17,"stim","19",NA
"JU258",18,17,"stim","22",NA
"JU258",18,17,"stim","26.5",NA
"JU258",18,17,"stim","30",NA
"JU258",18,17,"stim","33.5",NA
"JU258",18,17,"base","1.5",22
"JU258",18,17,"base","3",43
"JU258",18,17,"base","4.5",42
"JU258",18,17,"base","6",10
"JU258",18,17,"base","8",87
"JU258",18,17,"base","9.5",114
"JU258",18,17,"base","11.5",78
"JU258",18,17,"base","13",156
"JU258",18,17,"base","15",7
"JU258",18,17,"base","17",NA
"JU258",18,17,"base","19",NA
"JU258",18,17,"base","22",NA
"JU258",18,17,"base","26.5",NA
"JU258",18,17,"base","30",NA
"JU258",18,17,"base","33.5",NA
"JU258",19,13,"stim","1.5",182
"JU258",19,13,"stim","3",19
"JU258",19,13,"stim","4.5",43
"JU258",19,13,"stim","6",81
"JU258",19,13,"stim","8",88
"JU258",19,13,"stim","9.5",8
"JU258",19,13,"stim","11.5",63
"JU258",19,13,"stim","13",NA
"JU258",19,13,"stim","15",NA
"JU258",19,13,"stim","17",NA
"JU258",19,13,"stim","19",NA
"JU258",19,13,"stim","22",NA
"JU258",19,13,"stim","26.5",NA
"JU258",19,13,"stim","30",NA
"JU258",19,13,"stim","33.5",NA
"JU258",19,13,"base","1.5",75
"JU258",19,13,"base","3",44
"JU258",19,13,"base","4.5",11
"JU258",19,13,"base","6",87
"JU258",19,13,"base","8",125
"JU258",19,13,"base","9.5",9
"JU258",19,13,"base","11.5",42
"JU258",19,13,"base","13",NA
"JU258",19,13,"base","15",NA
"JU258",19,13,"base","17",NA
"JU258",19,13,"base","19",NA
"JU258",19,13,"base","22",NA
"JU258",19,13,"base","26.5",NA
"JU258",19,13,"base","30",NA
"JU258",19,13,"base","33.5",NA
"JU258",20,NA,"stim","1.5",0
"JU258",20,NA,"stim","3",0
"JU258",20,NA,"stim","4.5",0
"JU258",20,NA,"stim","6",0
"JU258",20,NA,"stim","8",0
"JU258",20,NA,"stim","9.5",0
"JU258",20,NA,"stim","11.5",0
"JU258",20,NA,"stim","13",0
"JU258",20,NA,"stim","15",0
"JU258",20,NA,"stim","17",0
"JU258",20,NA,"stim","19",0
"JU258",20,NA,"stim","22",0
"JU258",20,NA,"stim","26.5",0
"JU258",20,NA,"stim","30",0
"JU258",20,NA,"stim","33.5",0
"JU258",20,NA,"base","1.5",0
"JU258",20,NA,"base","3",0
"JU258",20,NA,"base","4.5",0
"JU258",20,NA,"base","6",0
"JU258",20,NA,"base","8",0
"JU258",20,NA,"base","9.5",0
"JU258",20,NA,"base","11.5",0
"JU258",20,NA,"base","13",0
"JU258",20,NA,"base","15",0
"JU258",20,NA,"base","17",0
"JU258",20,NA,"base","19",0
"JU258",20,NA,"base","22",0
"JU258",20,NA,"base","26.5",0
"JU258",20,NA,"base","30",0
"JU258",20,NA,"base","33.5",0
"JU775",1,30,"stim","1.5",152
"JU775",1,30,"stim","3",276
"JU775",1,30,"stim","4.5",191
"JU775",1,30,"stim","6",278
"JU775",1,30,"stim","8",31
"JU775",1,30,"stim","9.5",0
"JU775",1,30,"stim","11.5",0
"JU775",1,30,"stim","13",0
"JU775",1,30,"stim","15",0
"JU775",1,30,"stim","17",0
"JU775",1,30,"stim","19",0
"JU775",1,30,"stim","22",0
"JU775",1,30,"stim","26.5",0
"JU775",1,30,"stim","30",NA
"JU775",1,30,"stim","33.5",NA
"JU775",1,30,"base","1.5",0
"JU775",1,30,"base","3",1168
"JU775",1,30,"base","4.5",466
"JU775",1,30,"base","6",305
"JU775",1,30,"base","8",93
"JU775",1,30,"base","9.5",36
"JU775",1,30,"base","11.5",0
"JU775",1,30,"base","13",0
"JU775",1,30,"base","15",0
"JU775",1,30,"base","17",0
"JU775",1,30,"base","19",0
"JU775",1,30,"base","22",0
"JU775",1,30,"base","26.5",7
"JU775",1,30,"base","30",NA
"JU775",1,30,"base","33.5",NA
"JU775",2,13,"stim","1.5",83
"JU775",2,13,"stim","3",5
"JU775",2,13,"stim","4.5",119
"JU775",2,13,"stim","6",215
"JU775",2,13,"stim","8",227
"JU775",2,13,"stim","9.5",201
"JU775",2,13,"stim","11.5",236
"JU775",2,13,"stim","13",NA
"JU775",2,13,"stim","15",NA
"JU775",2,13,"stim","17",NA
"JU775",2,13,"stim","19",NA
"JU775",2,13,"stim","22",NA
"JU775",2,13,"stim","26.5",NA
"JU775",2,13,"stim","30",NA
"JU775",2,13,"stim","33.5",NA
"JU775",2,13,"base","1.5",114
"JU775",2,13,"base","3",1616
"JU775",2,13,"base","4.5",145
"JU775",2,13,"base","6",291
"JU775",2,13,"base","8",119
"JU775",2,13,"base","9.5",224
"JU775",2,13,"base","11.5",157
"JU775",2,13,"base","13",NA
"JU775",2,13,"base","15",NA
"JU775",2,13,"base","17",NA
"JU775",2,13,"base","19",NA
"JU775",2,13,"base","22",NA
"JU775",2,13,"base","26.5",NA
"JU775",2,13,"base","30",NA
"JU775",2,13,"base","33.5",NA
"JU775",3,13,"stim","1.5",15
"JU775",3,13,"stim","3",24
"JU775",3,13,"stim","4.5",113
"JU775",3,13,"stim","6",308
"JU775",3,13,"stim","8",324
"JU775",3,13,"stim","9.5",168
"JU775",3,13,"stim","11.5",301
"JU775",3,13,"stim","13",NA
"JU775",3,13,"stim","15",NA
"JU775",3,13,"stim","17",NA
"JU775",3,13,"stim","19",NA
"JU775",3,13,"stim","22",NA
"JU775",3,13,"stim","26.5",NA
"JU775",3,13,"stim","30",NA
"JU775",3,13,"stim","33.5",NA
"JU775",3,13,"base","1.5",105
"JU775",3,13,"base","3",185
"JU775",3,13,"base","4.5",210
"JU775",3,13,"base","6",36
"JU775",3,13,"base","8",221
"JU775",3,13,"base","9.5",222
"JU775",3,13,"base","11.5",131
"JU775",3,13,"base","13",NA
"JU775",3,13,"base","15",NA
"JU775",3,13,"base","17",NA
"JU775",3,13,"base","19",NA
"JU775",3,13,"base","22",NA
"JU775",3,13,"base","26.5",NA
"JU775",3,13,"base","30",NA
"JU775",3,13,"base","33.5",NA
"JU775",4,15,"stim","1.5",252
"JU775",4,15,"stim","3",11
"JU775",4,15,"stim","4.5",319
"JU775",4,15,"stim","6",214
"JU775",4,15,"stim","8",338
"JU775",4,15,"stim","9.5",256
"JU775",4,15,"stim","11.5",126
"JU775",4,15,"stim","13",362
"JU775",4,15,"stim","15",NA
"JU775",4,15,"stim","17",NA
"JU775",4,15,"stim","19",NA
"JU775",4,15,"stim","22",NA
"JU775",4,15,"stim","26.5",NA
"JU775",4,15,"stim","30",NA
"JU775",4,15,"stim","33.5",NA
"JU775",4,15,"base","1.5",0
"JU775",4,15,"base","3",323
"JU775",4,15,"base","4.5",259
"JU775",4,15,"base","6",369
"JU775",4,15,"base","8",330
"JU775",4,15,"base","9.5",306
"JU775",4,15,"base","11.5",366
"JU775",4,15,"base","13",361
"JU775",4,15,"base","15",NA
"JU775",4,15,"base","17",NA
"JU775",4,15,"base","19",NA
"JU775",4,15,"base","22",NA
"JU775",4,15,"base","26.5",NA
"JU775",4,15,"base","30",NA
"JU775",4,15,"base","33.5",NA
"JU775",5,26.5,"stim","1.5",223
"JU775",5,26.5,"stim","3",195
"JU775",5,26.5,"stim","4.5",253
"JU775",5,26.5,"stim","6",310
"JU775",5,26.5,"stim","8",330
"JU775",5,26.5,"stim","9.5",391
"JU775",5,26.5,"stim","11.5",304
"JU775",5,26.5,"stim","13",5
"JU775",5,26.5,"stim","15",87
"JU775",5,26.5,"stim","17",140
"JU775",5,26.5,"stim","19",75
"JU775",5,26.5,"stim","22",290
"JU775",5,26.5,"stim","26.5",NA
"JU775",5,26.5,"stim","30",NA
"JU775",5,26.5,"stim","33.5",NA
"JU775",5,26.5,"base","1.5",226
"JU775",5,26.5,"base","3",183
"JU775",5,26.5,"base","4.5",295
"JU775",5,26.5,"base","6",312
"JU775",5,26.5,"base","8",269
"JU775",5,26.5,"base","9.5",284
"JU775",5,26.5,"base","11.5",369
"JU775",5,26.5,"base","13",12
"JU775",5,26.5,"base","15",350
"JU775",5,26.5,"base","17",63
"JU775",5,26.5,"base","19",47
"JU775",5,26.5,"base","22",311
"JU775",5,26.5,"base","26.5",NA
"JU775",5,26.5,"base","30",NA
"JU775",5,26.5,"base","33.5",NA
"JU775",6,22,"stim","1.5",34
"JU775",6,22,"stim","3",169
"JU775",6,22,"stim","4.5",39
"JU775",6,22,"stim","6",272
"JU775",6,22,"stim","8",100
"JU775",6,22,"stim","9.5",413
"JU775",6,22,"stim","11.5",103
"JU775",6,22,"stim","13",3
"JU775",6,22,"stim","15",252
"JU775",6,22,"stim","17",314
"JU775",6,22,"stim","19",150
"JU775",6,22,"stim","22",NA
"JU775",6,22,"stim","26.5",NA
"JU775",6,22,"stim","30",NA
"JU775",6,22,"stim","33.5",NA
"JU775",6,22,"base","1.5",0
"JU775",6,22,"base","3",51
"JU775",6,22,"base","4.5",106
"JU775",6,22,"base","6",264
"JU775",6,22,"base","8",53
"JU775",6,22,"base","9.5",463
"JU775",6,22,"base","11.5",108
"JU775",6,22,"base","13",236
"JU775",6,22,"base","15",232
"JU775",6,22,"base","17",221
"JU775",6,22,"base","19",133
"JU775",6,22,"base","22",NA
"JU775",6,22,"base","26.5",NA
"JU775",6,22,"base","30",NA
"JU775",6,22,"base","33.5",NA
"JU775",7,15,"stim","1.5",0
"JU775",7,15,"stim","3",94
"JU775",7,15,"stim","4.5",0
"JU775",7,15,"stim","6",109
"JU775",7,15,"stim","8",223
"JU775",7,15,"stim","9.5",304
"JU775",7,15,"stim","11.5",235
"JU775",7,15,"stim","13",53
"JU775",7,15,"stim","15",NA
"JU775",7,15,"stim","17",NA
"JU775",7,15,"stim","19",NA
"JU775",7,15,"stim","22",NA
"JU775",7,15,"stim","26.5",NA
"JU775",7,15,"stim","30",NA
"JU775",7,15,"stim","33.5",NA
"JU775",7,15,"base","1.5",27
"JU775",7,15,"base","3",1
"JU775",7,15,"base","4.5",187
"JU775",7,15,"base","6",190
"JU775",7,15,"base","8",0
"JU775",7,15,"base","9.5",263
"JU775",7,15,"base","11.5",254
"JU775",7,15,"base","13",205
"JU775",7,15,"base","15",NA
"JU775",7,15,"base","17",NA
"JU775",7,15,"base","19",NA
"JU775",7,15,"base","22",NA
"JU775",7,15,"base","26.5",NA
"JU775",7,15,"base","30",NA
"JU775",7,15,"base","33.5",NA
"JU775",8,26.5,"stim","1.5",161
"JU775",8,26.5,"stim","3",176
"JU775",8,26.5,"stim","4.5",168
"JU775",8,26.5,"stim","6",286
"JU775",8,26.5,"stim","8",286
"JU775",8,26.5,"stim","9.5",244
"JU775",8,26.5,"stim","11.5",370
"JU775",8,26.5,"stim","13",141
"JU775",8,26.5,"stim","15",62
"JU775",8,26.5,"stim","17",201
"JU775",8,26.5,"stim","19",24
"JU775",8,26.5,"stim","22",110
"JU775",8,26.5,"stim","26.5",NA
"JU775",8,26.5,"stim","30",NA
"JU775",8,26.5,"stim","33.5",NA
"JU775",8,26.5,"base","1.5",187
"JU775",8,26.5,"base","3",111
"JU775",8,26.5,"base","4.5",234
"JU775",8,26.5,"base","6",186
"JU775",8,26.5,"base","8",333
"JU775",8,26.5,"base","9.5",293
"JU775",8,26.5,"base","11.5",288
"JU775",8,26.5,"base","13",322
"JU775",8,26.5,"base","15",87
"JU775",8,26.5,"base","17",145
"JU775",8,26.5,"base","19",107
"JU775",8,26.5,"base","22",137
"JU775",8,26.5,"base","26.5",NA
"JU775",8,26.5,"base","30",NA
"JU775",8,26.5,"base","33.5",NA
"JU775",9,NA,"stim","1.5",0
"JU775",9,NA,"stim","3",0
"JU775",9,NA,"stim","4.5",0
"JU775",9,NA,"stim","6",0
"JU775",9,NA,"stim","8",0
"JU775",9,NA,"stim","9.5",0
"JU775",9,NA,"stim","11.5",0
"JU775",9,NA,"stim","13",0
"JU775",9,NA,"stim","15",0
"JU775",9,NA,"stim","17",0
"JU775",9,NA,"stim","19",0
"JU775",9,NA,"stim","22",0
"JU775",9,NA,"stim","26.5",0
"JU775",9,NA,"stim","30",0
"JU775",9,NA,"stim","33.5",0
"JU775",9,NA,"base","1.5",0
"JU775",9,NA,"base","3",0
"JU775",9,NA,"base","4.5",0
"JU775",9,NA,"base","6",0
"JU775",9,NA,"base","8",0
"JU775",9,NA,"base","9.5",0
"JU775",9,NA,"base","11.5",0
"JU775",9,NA,"base","13",0
"JU775",9,NA,"base","15",0
"JU775",9,NA,"base","17",0
"JU775",9,NA,"base","19",0
"JU775",9,NA,"base","22",0
"JU775",9,NA,"base","26.5",0
"JU775",9,NA,"base","30",0
"JU775",9,NA,"base","33.5",0
"JU775",10,26.5,"stim","1.5",165
"JU775",10,26.5,"stim","3",28
"JU775",10,26.5,"stim","4.5",79
"JU775",10,26.5,"stim","6",284
"JU775",10,26.5,"stim","8",115
"JU775",10,26.5,"stim","9.5",329
"JU775",10,26.5,"stim","11.5",162
"JU775",10,26.5,"stim","13",280
"JU775",10,26.5,"stim","15",182
"JU775",10,26.5,"stim","17",155
"JU775",10,26.5,"stim","19",177
"JU775",10,26.5,"stim","22",229
"JU775",10,26.5,"stim","26.5",NA
"JU775",10,26.5,"stim","30",NA
"JU775",10,26.5,"stim","33.5",NA
"JU775",10,26.5,"base","1.5",71
"JU775",10,26.5,"base","3",119
"JU775",10,26.5,"base","4.5",6
"JU775",10,26.5,"base","6",90
"JU775",10,26.5,"base","8",274
"JU775",10,26.5,"base","9.5",346
"JU775",10,26.5,"base","11.5",290
"JU775",10,26.5,"base","13",259
"JU775",10,26.5,"base","15",276
"JU775",10,26.5,"base","17",140
"JU775",10,26.5,"base","19",320
"JU775",10,26.5,"base","22",245
"JU775",10,26.5,"base","26.5",NA
"JU775",10,26.5,"base","30",NA
"JU775",10,26.5,"base","33.5",NA
"JU775",11,19,"stim","1.5",330
"JU775",11,19,"stim","3",202
"JU775",11,19,"stim","4.5",32
"JU775",11,19,"stim","6",344
"JU775",11,19,"stim","8",329
"JU775",11,19,"stim","9.5",57
"JU775",11,19,"stim","11.5",0
"JU775",11,19,"stim","13",0
"JU775",11,19,"stim","15",0
"JU775",11,19,"stim","17",0
"JU775",11,19,"stim","19",NA
"JU775",11,19,"stim","22",NA
"JU775",11,19,"stim","26.5",NA
"JU775",11,19,"stim","30",NA
"JU775",11,19,"stim","33.5",NA
"JU775",11,19,"base","1.5",317
"JU775",11,19,"base","3",207
"JU775",11,19,"base","4.5",128
"JU775",11,19,"base","6",167
"JU775",11,19,"base","8",301
"JU775",11,19,"base","9.5",195
"JU775",11,19,"base","11.5",0
"JU775",11,19,"base","13",0
"JU775",11,19,"base","15",0
"JU775",11,19,"base","17",48
"JU775",11,19,"base","19",NA
"JU775",11,19,"base","22",NA
"JU775",11,19,"base","26.5",NA
"JU775",11,19,"base","30",NA
"JU775",11,19,"base","33.5",NA
"JU775",12,26.5,"stim","1.5",0
"JU775",12,26.5,"stim","3",162
"JU775",12,26.5,"stim","4.5",127
"JU775",12,26.5,"stim","6",153
"JU775",12,26.5,"stim","8",263
"JU775",12,26.5,"stim","9.5",219
"JU775",12,26.5,"stim","11.5",134
"JU775",12,26.5,"stim","13",480
"JU775",12,26.5,"stim","15",73
"JU775",12,26.5,"stim","17",130
"JU775",12,26.5,"stim","19",336
"JU775",12,26.5,"stim","22",57
"JU775",12,26.5,"stim","26.5",NA
"JU775",12,26.5,"stim","30",NA
"JU775",12,26.5,"stim","33.5",NA
"JU775",12,26.5,"base","1.5",0
"JU775",12,26.5,"base","3",166
"JU775",12,26.5,"base","4.5",238
"JU775",12,26.5,"base","6",237
"JU775",12,26.5,"base","8",311
"JU775",12,26.5,"base","9.5",258
"JU775",12,26.5,"base","11.5",265
"JU775",12,26.5,"base","13",418
"JU775",12,26.5,"base","15",223
"JU775",12,26.5,"base","17",180
"JU775",12,26.5,"base","19",238
"JU775",12,26.5,"base","22",92
"JU775",12,26.5,"base","26.5",NA
"JU775",12,26.5,"base","30",NA
"JU775",12,26.5,"base","33.5",NA
"JU775",13,26.5,"stim","1.5",221
"JU775",13,26.5,"stim","3",264
"JU775",13,26.5,"stim","4.5",308
"JU775",13,26.5,"stim","6",348
"JU775",13,26.5,"stim","8",236
"JU775",13,26.5,"stim","9.5",300
"JU775",13,26.5,"stim","11.5",208
"JU775",13,26.5,"stim","13",246
"JU775",13,26.5,"stim","15",76
"JU775",13,26.5,"stim","17",362
"JU775",13,26.5,"stim","19",333
"JU775",13,26.5,"stim","22",260
"JU775",13,26.5,"stim","26.5",NA
"JU775",13,26.5,"stim","30",NA
"JU775",13,26.5,"stim","33.5",NA
"JU775",13,26.5,"base","1.5",0
"JU775",13,26.5,"base","3",309
"JU775",13,26.5,"base","4.5",227
"JU775",13,26.5,"base","6",368
"JU775",13,26.5,"base","8",276
"JU775",13,26.5,"base","9.5",365
"JU775",13,26.5,"base","11.5",352
"JU775",13,26.5,"base","13",187
"JU775",13,26.5,"base","15",313
"JU775",13,26.5,"base","17",275
"JU775",13,26.5,"base","19",352
"JU775",13,26.5,"base","22",11
"JU775",13,26.5,"base","26.5",NA
"JU775",13,26.5,"base","30",NA
"JU775",13,26.5,"base","33.5",NA
"JU775",14,26.5,"stim","1.5",186
"JU775",14,26.5,"stim","3",322
"JU775",14,26.5,"stim","4.5",77
"JU775",14,26.5,"stim","6",289
"JU775",14,26.5,"stim","8",355
"JU775",14,26.5,"stim","9.5",385
"JU775",14,26.5,"stim","11.5",12
"JU775",14,26.5,"stim","13",233
"JU775",14,26.5,"stim","15",154
"JU775",14,26.5,"stim","17",146
"JU775",14,26.5,"stim","19",79
"JU775",14,26.5,"stim","22",43
"JU775",14,26.5,"stim","26.5",NA
"JU775",14,26.5,"stim","30",NA
"JU775",14,26.5,"stim","33.5",NA
"JU775",14,26.5,"base","1.5",39
"JU775",14,26.5,"base","3",251
"JU775",14,26.5,"base","4.5",159
"JU775",14,26.5,"base","6",140
"JU775",14,26.5,"base","8",307
"JU775",14,26.5,"base","9.5",411
"JU775",14,26.5,"base","11.5",71
"JU775",14,26.5,"base","13",82
"JU775",14,26.5,"base","15",166
"JU775",14,26.5,"base","17",282
"JU775",14,26.5,"base","19",154
"JU775",14,26.5,"base","22",190
"JU775",14,26.5,"base","26.5",NA
"JU775",14,26.5,"base","30",NA
"JU775",14,26.5,"base","33.5",NA
"JU775",15,22,"stim","1.5",225
"JU775",15,22,"stim","3",351
"JU775",15,22,"stim","4.5",305
"JU775",15,22,"stim","6",349
"JU775",15,22,"stim","8",143
"JU775",15,22,"stim","9.5",365
"JU775",15,22,"stim","11.5",457
"JU775",15,22,"stim","13",330
"JU775",15,22,"stim","15",397
"JU775",15,22,"stim","17",378
"JU775",15,22,"stim","19",218
"JU775",15,22,"stim","22",NA
"JU775",15,22,"stim","26.5",NA
"JU775",15,22,"stim","30",NA
"JU775",15,22,"stim","33.5",NA
"JU775",15,22,"base","1.5",199
"JU775",15,22,"base","3",322
"JU775",15,22,"base","4.5",335
"JU775",15,22,"base","6",418
"JU775",15,22,"base","8",246
"JU775",15,22,"base","9.5",423
"JU775",15,22,"base","11.5",476
"JU775",15,22,"base","13",250
"JU775",15,22,"base","15",361
"JU775",15,22,"base","17",391
"JU775",15,22,"base","19",34
"JU775",15,22,"base","22",NA
"JU775",15,22,"base","26.5",NA
"JU775",15,22,"base","30",NA
"JU775",15,22,"base","33.5",NA
"JU775",16,19,"stim","1.5",127
"JU775",16,19,"stim","3",108
"JU775",16,19,"stim","4.5",0
"JU775",16,19,"stim","6",281
"JU775",16,19,"stim","8",136
"JU775",16,19,"stim","9.5",113
"JU775",16,19,"stim","11.5",297
"JU775",16,19,"stim","13",40
"JU775",16,19,"stim","15",86
"JU775",16,19,"stim","17",50
"JU775",16,19,"stim","19",NA
"JU775",16,19,"stim","22",NA
"JU775",16,19,"stim","26.5",NA
"JU775",16,19,"stim","30",NA
"JU775",16,19,"stim","33.5",NA
"JU775",16,19,"base","1.5",29
"JU775",16,19,"base","3",198
"JU775",16,19,"base","4.5",0
"JU775",16,19,"base","6",35
"JU775",16,19,"base","8",24
"JU775",16,19,"base","9.5",140
"JU775",16,19,"base","11.5",113
"JU775",16,19,"base","13",30
"JU775",16,19,"base","15",25
"JU775",16,19,"base","17",27
"JU775",16,19,"base","19",NA
"JU775",16,19,"base","22",NA
"JU775",16,19,"base","26.5",NA
"JU775",16,19,"base","30",NA
"JU775",16,19,"base","33.5",NA
"JU775",17,22,"stim","1.5",175
"JU775",17,22,"stim","3",4
"JU775",17,22,"stim","4.5",83
"JU775",17,22,"stim","6",192
"JU775",17,22,"stim","8",264
"JU775",17,22,"stim","9.5",196
"JU775",17,22,"stim","11.5",160
"JU775",17,22,"stim","13",187
"JU775",17,22,"stim","15",272
"JU775",17,22,"stim","17",0
"JU775",17,22,"stim","19",51
"JU775",17,22,"stim","22",NA
"JU775",17,22,"stim","26.5",NA
"JU775",17,22,"stim","30",NA
"JU775",17,22,"stim","33.5",NA
"JU775",17,22,"base","1.5",162
"JU775",17,22,"base","3",0
"JU775",17,22,"base","4.5",232
"JU775",17,22,"base","6",331
"JU775",17,22,"base","8",160
"JU775",17,22,"base","9.5",143
"JU775",17,22,"base","11.5",124
"JU775",17,22,"base","13",213
"JU775",17,22,"base","15",70
"JU775",17,22,"base","17",0
"JU775",17,22,"base","19",74
"JU775",17,22,"base","22",NA
"JU775",17,22,"base","26.5",NA
"JU775",17,22,"base","30",NA
"JU775",17,22,"base","33.5",NA
"JU775",18,13,"stim","1.5",151
"JU775",18,13,"stim","3",135
"JU775",18,13,"stim","4.5",71
"JU775",18,13,"stim","6",214
"JU775",18,13,"stim","8",106
"JU775",18,13,"stim","9.5",72
"JU775",18,13,"stim","11.5",24
"JU775",18,13,"stim","13",NA
"JU775",18,13,"stim","15",NA
"JU775",18,13,"stim","17",NA
"JU775",18,13,"stim","19",NA
"JU775",18,13,"stim","22",NA
"JU775",18,13,"stim","26.5",NA
"JU775",18,13,"stim","30",NA
"JU775",18,13,"stim","33.5",NA
"JU775",18,13,"base","1.5",145
"JU775",18,13,"base","3",21
"JU775",18,13,"base","4.5",0
"JU775",18,13,"base","6",104
"JU775",18,13,"base","8",162
"JU775",18,13,"base","9.5",104
"JU775",18,13,"base","11.5",41
"JU775",18,13,"base","13",NA
"JU775",18,13,"base","15",NA
"JU775",18,13,"base","17",NA
"JU775",18,13,"base","19",NA
"JU775",18,13,"base","22",NA
"JU775",18,13,"base","26.5",NA
"JU775",18,13,"base","30",NA
"JU775",18,13,"base","33.5",NA
"JU775",19,15,"stim","1.5",107
"JU775",19,15,"stim","3",18
"JU775",19,15,"stim","4.5",10
"JU775",19,15,"stim","6",10
"JU775",19,15,"stim","8",17
"JU775",19,15,"stim","9.5",147
"JU775",19,15,"stim","11.5",133
"JU775",19,15,"stim","13",75
"JU775",19,15,"stim","15",NA
"JU775",19,15,"stim","17",NA
"JU775",19,15,"stim","19",NA
"JU775",19,15,"stim","22",NA
"JU775",19,15,"stim","26.5",NA
"JU775",19,15,"stim","30",NA
"JU775",19,15,"stim","33.5",NA
"JU775",19,15,"base","1.5",27
"JU775",19,15,"base","3",0
"JU775",19,15,"base","4.5",0
"JU775",19,15,"base","6",7
"JU775",19,15,"base","8",28
"JU775",19,15,"base","9.5",152
"JU775",19,15,"base","11.5",81
"JU775",19,15,"base","13",182
"JU775",19,15,"base","15",NA
"JU775",19,15,"base","17",NA
"JU775",19,15,"base","19",NA
"JU775",19,15,"base","22",NA
"JU775",19,15,"base","26.5",NA
"JU775",19,15,"base","30",NA
"JU775",19,15,"base","33.5",NA
"JU775",20,NA,"stim","1.5",0
"JU775",20,NA,"stim","3",0
"JU775",20,NA,"stim","4.5",0
"JU775",20,NA,"stim","6",0
"JU775",20,NA,"stim","8",0
"JU775",20,NA,"stim","9.5",0
"JU775",20,NA,"stim","11.5",0
"JU775",20,NA,"stim","13",0
"JU775",20,NA,"stim","15",0
"JU775",20,NA,"stim","17",0
"JU775",20,NA,"stim","19",0
"JU775",20,NA,"stim","22",0
"JU775",20,NA,"stim","26.5",0
"JU775",20,NA,"stim","30",0
"JU775",20,NA,"stim","33.5",0
"JU775",20,NA,"base","1.5",0
"JU775",20,NA,"base","3",0
"JU775",20,NA,"base","4.5",0
"JU775",20,NA,"base","6",0
"JU775",20,NA,"base","8",0
"JU775",20,NA,"base","9.5",0
"JU775",20,NA,"base","11.5",0
"JU775",20,NA,"base","13",0
"JU775",20,NA,"base","15",0
"JU775",20,NA,"base","17",0
"JU775",20,NA,"base","19",0
"JU775",20,NA,"base","22",0
"JU775",20,NA,"base","26.5",0
"JU775",20,NA,"base","30",0
"JU775",20,NA,"base","33.5",0
"LKC34",1,19,"stim","1.5",168
"LKC34",1,19,"stim","3",30
"LKC34",1,19,"stim","4.5",319
"LKC34",1,19,"stim","6",59
"LKC34",1,19,"stim","8",74
"LKC34",1,19,"stim","9.5",11
"LKC34",1,19,"stim","11.5",0
"LKC34",1,19,"stim","13",67
"LKC34",1,19,"stim","15",23
"LKC34",1,19,"stim","17",19
"LKC34",1,19,"stim","19",NA
"LKC34",1,19,"stim","22",NA
"LKC34",1,19,"stim","26.5",NA
"LKC34",1,19,"stim","30",NA
"LKC34",1,19,"stim","33.5",NA
"LKC34",1,19,"base","1.5",152
"LKC34",1,19,"base","3",151
"LKC34",1,19,"base","4.5",300
"LKC34",1,19,"base","6",245
"LKC34",1,19,"base","8",136
"LKC34",1,19,"base","9.5",164
"LKC34",1,19,"base","11.5",15
"LKC34",1,19,"base","13",195
"LKC34",1,19,"base","15",117
"LKC34",1,19,"base","17",0
"LKC34",1,19,"base","19",NA
"LKC34",1,19,"base","22",NA
"LKC34",1,19,"base","26.5",NA
"LKC34",1,19,"base","30",NA
"LKC34",1,19,"base","33.5",NA
"LKC34",2,19,"stim","1.5",7
"LKC34",2,19,"stim","3",72
"LKC34",2,19,"stim","4.5",115
"LKC34",2,19,"stim","6",29
"LKC34",2,19,"stim","8",175
"LKC34",2,19,"stim","9.5",160
"LKC34",2,19,"stim","11.5",108
"LKC34",2,19,"stim","13",20
"LKC34",2,19,"stim","15",0
"LKC34",2,19,"stim","17",13
"LKC34",2,19,"stim","19",NA
"LKC34",2,19,"stim","22",NA
"LKC34",2,19,"stim","26.5",NA
"LKC34",2,19,"stim","30",NA
"LKC34",2,19,"stim","33.5",NA
"LKC34",2,19,"base","1.5",0
"LKC34",2,19,"base","3",128
"LKC34",2,19,"base","4.5",140
"LKC34",2,19,"base","6",54
"LKC34",2,19,"base","8",187
"LKC34",2,19,"base","9.5",223
"LKC34",2,19,"base","11.5",140
"LKC34",2,19,"base","13",0
"LKC34",2,19,"base","15",0
"LKC34",2,19,"base","17",0
"LKC34",2,19,"base","19",NA
