gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	var	estimate	ci_lower	ci_upper	prob	mediator_gene	e_peak	eQTL_classification
t89_mean	II	13208867	C29F9.1.1	0.05740887566517347	0.304	NA	NA	NA	NA	NA	pals-22	12137403	Distant eQTL
t89_mean	II	13208867	T03G6.1.2	0.029285537701006205	0.306	NA	NA	NA	NA	NA	T03G6.1	13265642	Distant eQTL
t89_mean	II	13208867	Y38E10A.28.1	0.029479012913242418	0.31	NA	NA	NA	NA	NA	Y38E10A.28	12607280	Local eQTL
t89_mean	II	13208867	Y17G7B.23a.1	0.033228281754534884	0.314	NA	NA	NA	NA	NA	Y17G7B.23	12058375	Local eQTL
t89_mean	II	13208867	Y48B6A.13.1	0.031193781435416238	0.315	NA	NA	NA	NA	NA	Y48B6A.13	14223597	Local eQTL
t89_mean	II	13208867	C01G12.1.1	0.023710054625650862	0.333	NA	NA	NA	NA	NA	madf-5	14555009	Local eQTL
t89_mean	II	13208867	F58G4.6.1	0.027563312661629712	0.333	NA	NA	NA	NA	NA	str-146	14555009	Distant eQTL
t89_mean	II	13208867	ZK131.2.1	0.043820706037345725	0.333	NA	NA	NA	NA	NA	his-25	13817664	Local eQTL
t89_mean	II	13208867	C31C9.9.1	0.03364303616992049	0.339	NA	NA	NA	NA	NA	C31C9.9	13624696	Local eQTL
t89_mean	II	13208867	F57C2.6b.1	0.03699695303612873	0.339	NA	NA	NA	NA	NA	spat-1	14785108	Local eQTL
t89_mean	II	13208867	F59E10.2.1	0.03849473920626614	0.34	NA	NA	NA	NA	NA	cyn-4	11299183	Local eQTL
t89_mean	II	13208867	T21E3.1.2	0.0355284529444262	0.34	NA	NA	NA	NA	NA	egg-4	13215833	Distant eQTL
t89_mean	II	13208867	Y46G5A.34.1	0.01125473439731104	0.343	NA	NA	NA	NA	NA	Y46G5A.34	12693051	Local eQTL
t89_mean	II	13208867	Y57A10A.18a.2	0.03326679791943879	0.346	NA	NA	NA	NA	NA	pqn-87	12231078	Local eQTL
t89_mean	II	13208867	T21B4.17.1	0.024921719876725267	0.359	NA	NA	NA	NA	NA	ceh-99	12525946	Local eQTL
t89_mean	II	13208867	F26A10.2.1	0.021656049628383186	0.371	NA	NA	NA	NA	NA	F26A10.2	13265642	Distant eQTL
t89_mean	II	13208867	C14C6.8.1	0.019830641000561425	0.378	NA	NA	NA	NA	NA	C14C6.8	14906775	Distant eQTL
t89_mean	II	13208867	F07H5.13.1	0.0367205983172717	0.378	NA	NA	NA	NA	NA	F07H5.13	13158734	Distant eQTL
t89_mean	II	13208867	R12E2.10.2	0.02209603014908747	0.382	NA	NA	NA	NA	NA	egg-5	13297850	Distant eQTL
t89_mean	II	13208867	F58A4.9.2	0.01624044678154421	0.387	NA	NA	NA	NA	NA	rpac-19	13557834	Distant eQTL
t89_mean	II	13208867	Y65B4BR.2a.1	0.011914516069634461	0.389	NA	NA	NA	NA	NA	lpr-1	13265642	Distant eQTL
t89_mean	II	13208867	F59E12.4a.1	0.015282159321658736	0.395	NA	NA	NA	NA	NA	npl-4.1	12048446	Distant eQTL
t89_mean	II	13208867	C50E10.2b.1	0.018455248605371937	0.399	NA	NA	NA	NA	NA	C50E10.2	12308692	Local eQTL
t89_mean	II	13208867	Y48E1B.16.1	0.019335945809588712	0.399	NA	NA	NA	NA	NA	clec-145	13471074	Local eQTL
t89_mean	II	13208867	ZK131.7.1	0.03429379450500473	0.399	NA	NA	NA	NA	NA	his-13	13817664	Local eQTL
t89_mean	II	13208867	C34D10.1.2	0.04015255596947391	0.4	NA	NA	NA	NA	NA	C34D10.1	13265642	Distant eQTL
t89_mean	II	13208867	R09E10.5.1	0.014282380651577243	0.402	NA	NA	NA	NA	NA	R09E10.5	13273993	Distant eQTL
t89_mean	II	13208867	T08H4.3.1	0.027868952837672427	0.407	NA	NA	NA	NA	NA	ast-1	14555009	Distant eQTL
t89_mean	II	13208867	VH15N14R.1.1	0.015471199019687031	0.413	NA	NA	NA	NA	NA	VH15N14R.1	14060605	Distant eQTL
t89_mean	II	13208867	Y38F1A.5.2	0.03483453465581773	0.413	NA	NA	NA	NA	NA	cyd-1	13051715	Local eQTL
t89_mean	II	13208867	ZK131.3.1	0.03429379450500473	0.415	NA	NA	NA	NA	NA	his-9	13817664	Local eQTL
t89_mean	II	13208867	Y46E12BL.4g.1	0.01452878356271519	0.416	NA	NA	NA	NA	NA	spsb-1	13460310	Distant eQTL
t89_mean	II	13208867	Y46G5A.18a.1	0.017586644639118788	0.416	NA	NA	NA	NA	NA	Y46G5A.18	12775083	Local eQTL
t89_mean	II	13208867	T26E3.7.1	0.022105555278410488	0.42	NA	NA	NA	NA	NA	T26E3.7	13160635	Distant eQTL
t89_mean	II	13208867	ZK131.10.1	0.02765552286900876	0.42	NA	NA	NA	NA	NA	his-16	13790452	Local eQTL
t89_mean	II	13208867	D1014.3b.1	0.025756367067535566	0.421	NA	NA	NA	NA	NA	snap-1	14016247	Distant eQTL
t89_mean	II	13208867	Y46G5A.7.1	0.020314355634367662	0.425	NA	NA	NA	NA	NA	Y46G5A.7	12735248	Local eQTL
t89_mean	II	13208867	F54D5.4.1	0.01727067306210031	0.427	NA	NA	NA	NA	NA	F54D5.4	11562273	Local eQTL
t89_mean	II	13208867	Y46G5A.1c.1	0.01795950165076733	0.428	NA	NA	NA	NA	NA	tbc-17	12709944	Local eQTL
t89_mean	II	13208867	ZC373.6.2	0.01741407766562344	0.433	NA	NA	NA	NA	NA	dao-4	13265642	Distant eQTL
t89_mean	II	13208867	Y40H4A.1a.2	0.03374913379673308	0.434	NA	NA	NA	NA	NA	gar-3	12809738	Distant eQTL
t89_mean	II	13208867	F35C5.8.1	0.02671133290533418	0.452	NA	NA	NA	NA	NA	clec-65	12619254	Local eQTL
t89_mean	II	13208867	Y17G7B.21a.2	0.013871061547327824	0.452	NA	NA	NA	NA	NA	Y17G7B.21	11947373	Local eQTL
t89_mean	II	13208867	Y39G8C.2.1	0.016463505920349817	0.453	NA	NA	NA	NA	NA	Y39G8C.2	14154809	Local eQTL
t89_mean	II	13208867	Y46C8AL.2.1	0.014725012977859924	0.454	NA	NA	NA	NA	NA	clec-174	11983210	Distant eQTL
t89_mean	II	13208867	Y38E10A.15.1	0.021844479239807656	0.455	NA	NA	NA	NA	NA	nspe-7	12713896	Local eQTL
t89_mean	II	13208867	W03C9.2.1	0.01592601994034566	0.456	NA	NA	NA	NA	NA	W03C9.2	12049740	Local eQTL
t89_mean	II	13208867	C17H1.7.1	0.034171728749982	0.463	NA	NA	NA	NA	NA	pals-6	13265642	Distant eQTL
t89_mean	II	13208867	C01G8.2.2	0.018305645049216543	0.464	NA	NA	NA	NA	NA	cln-3.2	14439517	Distant eQTL
t89_mean	II	13208867	Y17G7B.11.1	0.010635219461384912	0.466	NA	NA	NA	NA	NA	arrd-7	12061666	Local eQTL
t89_mean	II	13208867	Y51H1A.3a.1	0.021426670541931637	0.467	NA	NA	NA	NA	NA	Y51H1A.3	13965856	Local eQTL
t89_mean	II	13208867	F39H11.5.2	0.014694532109165983	0.468	NA	NA	NA	NA	NA	pbs-7	12181192	Distant eQTL
t89_mean	II	13208867	F44E5.2.1	0.014758378834557512	0.468	NA	NA	NA	NA	NA	F44E5.2	11783433	Local eQTL
t89_mean	II	13208867	Y53F4B.39b.1	0.01906111899415572	0.471	NA	NA	NA	NA	NA	Y53F4B.39	14458225	Local eQTL
t89_mean	II	13208867	T19C9.8.1	0.07442373024159413	0.478	NA	NA	NA	NA	NA	T19C9.8	13158734	Distant eQTL
t89_mean	II	13208867	F49E11.1k.1	0.023166562765485087	0.479	NA	NA	NA	NA	NA	mbk-2	12618952	Distant eQTL
t89_mean	II	13208867	Y81G3A.4a.1	0.01765557225460244	0.48	NA	NA	NA	NA	NA	Y81G3A.4	13265642	Local eQTL
t89_mean	II	13208867	T24F1.5.1	0.01261526156872112	0.482	NA	NA	NA	NA	NA	nlp-51	11703929	Local eQTL
t89_mean	II	13208867	E01G4.7	0.027510408492383374	0.488	NA	NA	NA	NA	NA	E01G4.7	13495889	Local eQTL
t89_mean	II	13208867	T07D4.3b.1	0.011169949749901388	0.491	NA	NA	NA	NA	NA	rha-1	8905662	Local eQTL
t89_mean	II	13208867	T10C6.7.2	0.002775150981867862	0.491	NA	NA	NA	NA	NA	T10C6.7	13119784	Distant eQTL
t89_mean	II	13208867	C13C12.2.1	0.016677611215037188	0.496	NA	NA	NA	NA	NA	C13C12.2	13265642	Distant eQTL
t89_mean	II	13208867	C01G12.7.1	0.022967769168444487	0.497	NA	NA	NA	NA	NA	C01G12.7	14884692	Local eQTL
t89_mean	II	13208867	C05D12.2.1	0.018160640697510742	0.501	NA	NA	NA	NA	NA	C05D12.2	11442717	Local eQTL
t89_mean	II	13208867	F57G9.6	0.03948069041653622	0.502	NA	NA	NA	NA	NA	F57G9.6	12400689	Local eQTL
t89_mean	II	13208867	F29C12.4.2	0.010287018571747464	0.504	NA	NA	NA	NA	NA	gfm-1	13121173	Local eQTL
t89_mean	II	13208867	K08H2.1.1	0.019365575969776665	0.504	NA	NA	NA	NA	NA	skr-21	13158734	Distant eQTL
t89_mean	II	13208867	F14B8.5a.1	0.01656736000830578	0.506	NA	NA	NA	NA	NA	F14B8.5	14139853	Distant eQTL
t89_mean	II	13208867	Y55F3AM.14.2	0.021240318837880096	0.506	NA	NA	NA	NA	NA	Y55F3AM.14	14870791	Distant eQTL
t89_mean	II	13208867	R12E2.4b.1	0.007977902088521161	0.507	NA	NA	NA	NA	NA	inx-17	13297850	Distant eQTL
t89_mean	II	13208867	Y48C3A.18a.1	0.017491509940499358	0.508	NA	NA	NA	NA	NA	Y48C3A.18	13412550	Local eQTL
t89_mean	II	13208867	Y48E1B.3d.1	0.015388186836599496	0.51	NA	NA	NA	NA	NA	Y48E1B.3	13504855	Local eQTL
t89_mean	II	13208867	T03F6.3.1	0.008743411953279878	0.515	NA	NA	NA	NA	NA	T03F6.3	13427665	Distant eQTL
t89_mean	II	13208867	Y46G5A.39.1	0.013789328195267403	0.515	NA	NA	NA	NA	NA	Y46G5A.39	12691411	Local eQTL
t89_mean	II	13208867	F09F9.2.1	0.021424106576362515	0.516	NA	NA	NA	NA	NA	F09F9.2	13265642	Distant eQTL
t89_mean	II	13208867	F33A8.4.1	0.009658403876049574	0.518	NA	NA	NA	NA	NA	F33A8.4	12141586	Distant eQTL
t89_mean	II	13208867	Y46G5A.18a.2	0.010376118170701698	0.518	NA	NA	NA	NA	NA	Y46G5A.18	12705177	Local eQTL
t89_mean	II	13208867	T01E8.4.1	0.01467047980530903	0.519	NA	NA	NA	NA	NA	mec-15	10244954	Local eQTL
t89_mean	II	13208867	C01B9.1b.1	0.018361548907422243	0.52	NA	NA	NA	NA	NA	C01B9.1	13519520	Local eQTL
t89_mean	II	13208867	Y48B6A.13.2	0.030153560825195432	0.521	NA	NA	NA	NA	NA	Y48B6A.13	14223597	Local eQTL
t89_mean	II	13208867	F56H9.5.2	0.01145482484989822	0.522	NA	NA	NA	NA	NA	lin-25	12511453	Distant eQTL
t89_mean	II	13208867	Y17G7B.17.2	0.02416526971484198	0.522	NA	NA	NA	NA	NA	Y17G7B.17	12095290	Local eQTL
t89_mean	II	13208867	Y46E12BL.3.1	0.00842867841801823	0.527	NA	NA	NA	NA	NA	spsb-2	14455896	Local eQTL
t89_mean	II	13208867	E04D5.1a.2	0.009137365886898586	0.536	NA	NA	NA	NA	NA	eif-2A	8843293	Distant eQTL
t89_mean	II	13208867	C29E6.1c.1	0.009633751679571355	0.538	NA	NA	NA	NA	NA	let-653	12162900	Distant eQTL
t89_mean	II	13208867	F44E5.5.1	0.012804628842326391	0.54	NA	NA	NA	NA	NA	F44E5.5	11733366	Local eQTL
t89_mean	II	13208867	D1014.3b.2	0.010026142685314479	0.541	NA	NA	NA	NA	NA	snap-1	13907987	Distant eQTL
t89_mean	II	13208867	C17H11.6c.1	0.011171412489092604	0.543	NA	NA	NA	NA	NA	C17H11.6	13273993	Distant eQTL
t89_mean	II	13208867	F17B5.1a.1	0.010159518105405236	0.544	NA	NA	NA	NA	NA	F17B5.1	13907987	Distant eQTL
t89_mean	II	13208867	F52E4.6.1	0.023971554399618695	0.544	NA	NA	NA	NA	NA	wrt-2	13265642	Distant eQTL
t89_mean	II	13208867	Y38E10A.26.1	0.020909365628595473	0.547	NA	NA	NA	NA	NA	nspe-2	12852397	Local eQTL
t89_mean	II	13208867	Y48B6A.16	0.007957991551767407	0.547	NA	NA	NA	NA	NA	Y48B6A.16	14295590	Local eQTL
t89_mean	II	13208867	T21E3.1.1	0.012340791137532744	0.548	NA	NA	NA	NA	NA	egg-4	13493538	Distant eQTL
t89_mean	II	13208867	Y46G5A.36.1	0.009778033161270211	0.548	NA	NA	NA	NA	NA	Y46G5A.36	12920024	Local eQTL
t89_mean	II	13208867	F39B2.7.2	0.009343672776234888	0.551	NA	NA	NA	NA	NA	mtcu-1	12458085	Distant eQTL
t89_mean	II	13208867	Y38E10A.10	0.01913559594003188	0.558	NA	NA	NA	NA	NA	lips-16	12737784	Local eQTL
t89_mean	II	13208867	R06A4.10b.1	0.018750623038852884	0.559	NA	NA	NA	NA	NA	acr-20	14378976	Local eQTL
t89_mean	II	13208867	F54D5.11.1	0.00827422311966042	0.56	NA	NA	NA	NA	NA	gtf-2E2	11524598	Local eQTL
t89_mean	II	13208867	C54E10.1	0.006425603633090573	0.562	NA	NA	NA	NA	NA	C54E10.1	14292281	Distant eQTL
t89_mean	II	13208867	F57C2.6a.2	0.030893078787014777	0.562	NA	NA	NA	NA	NA	spat-1	13927342	Local eQTL
t89_mean	II	13208867	F15A4.9.1	0.027426190557273102	0.567	NA	NA	NA	NA	NA	arrd-9	12458240	Local eQTL
t89_mean	II	13208867	Y57A10A.2.2	0.011693949119755452	0.577	NA	NA	NA	NA	NA	Y57A10A.2	13156773	Distant eQTL
t89_mean	II	13208867	R11G1.7.2	0.0064624114364244	0.579	NA	NA	NA	NA	NA	R11G1.7	13369129	Distant eQTL
t89_mean	II	13208867	Y46G5A.19a.1	0.007568745368998847	0.586	NA	NA	NA	NA	NA	spds-1	12812805	Local eQTL
t89_mean	II	13208867	ZK20.4a.1	0.007566732752746753	0.589	NA	NA	NA	NA	NA	coa-7	11560188	Local eQTL
t89_mean	II	13208867	W07G1.3.1	0.011585188654294797	0.591	NA	NA	NA	NA	NA	zip-3	13512067	Local eQTL
t89_mean	II	13208867	C03D6.4.2	0.007936008905446908	0.592	NA	NA	NA	NA	NA	npp-14	12885725	Distant eQTL
t89_mean	II	13208867	F29C12.1b.1	0.015678485512210932	0.593	NA	NA	NA	NA	NA	pqn-32	14555009	Distant eQTL
t89_mean	II	13208867	Y57A10A.4.1	0.0067367274989441435	0.593	NA	NA	NA	NA	NA	Y57A10A.4	12054520	Local eQTL
t89_mean	II	13208867	Y53F4B.33.1	0.01574183124453151	0.594	NA	NA	NA	NA	NA	gst-39	14628657	Local eQTL
t89_mean	II	13208867	Y53F4B.29.1	0.009180855142148414	0.596	NA	NA	NA	NA	NA	gst-26	14936181	Local eQTL
t89_mean	II	13208867	F58H1.2.1	0.020073045324136334	0.599	NA	NA	NA	NA	NA	F58H1.2	13265642	Distant eQTL
t89_mean	II	13208867	Y53F4B.17.1	0.03226472135233196	0.601	NA	NA	NA	NA	NA	Y53F4B.17	14870791	Local eQTL
t89_mean	II	13208867	F58G11.2a.1	0.016725324278495164	0.603	NA	NA	NA	NA	NA	rde-12	14951586	Distant eQTL
t89_mean	II	13208867	Y6D1A.1.2	0.00434349284713991	0.603	NA	NA	NA	NA	NA	Y6D1A.1	11820563	Local eQTL
t89_mean	II	13208867	Y37H2A.6.1	0.009903933973232465	0.605	NA	NA	NA	NA	NA	fbxa-211	12735248	Distant eQTL
t89_mean	II	13208867	F33A8.9.1	0.009178564586220558	0.606	NA	NA	NA	NA	NA	col-83	11043780	Local eQTL
t89_mean	II	13208867	C01G12.1.2	0.018043023622258555	0.61	NA	NA	NA	NA	NA	madf-5	14628657	Local eQTL
t89_mean	II	13208867	Y17G9B.1.1	0.02340511046426074	0.61	NA	NA	NA	NA	NA	npp-26	13339660	Distant eQTL
t89_mean	II	13208867	B0280.7.1	0.015998032880543123	0.614	NA	NA	NA	NA	NA	B0280.7	13176850	Distant eQTL
t89_mean	II	13208867	K08C9.4.1	0.005015646873411042	0.62	NA	NA	NA	NA	NA	col-65	13108012	Distant eQTL
t89_mean	II	13208867	F53F4.2.1	0.010967879844032438	0.621	NA	NA	NA	NA	NA	F53F4.2	14870791	Distant eQTL
t89_mean	II	13208867	K05F6.16	0.006082021887628855	0.623	NA	NA	NA	NA	NA	K05F6.16	14599960	Distant eQTL
t89_mean	II	13208867	C05D12.3a.2	0.009108406002892958	0.624	NA	NA	NA	NA	NA	C05D12.3	11510516	Local eQTL
t89_mean	II	13208867	C44H4.2.1	0.013135820667288309	0.624	NA	NA	NA	NA	NA	let-4	13265642	Distant eQTL
t89_mean	II	13208867	Y17G7B.5b.1	0.0252623210055035	0.625	NA	NA	NA	NA	NA	mcm-2	12003112	Local eQTL
t89_mean	II	13208867	C18G1.8.1	0.02146040686552867	0.626	NA	NA	NA	NA	NA	C18G1.8	14074934	Distant eQTL
t89_mean	II	13208867	Y46G5A.17.2	0.011488284132318083	0.626	NA	NA	NA	NA	NA	cpt-1	12487352	Local eQTL
t89_mean	II	13208867	W01G7.5.1	0.013221374801385109	0.627	NA	NA	NA	NA	NA	lem-2	14080205	Local eQTL
t89_mean	II	13208867	W07G1.6.1	0.005089272612142143	0.63	NA	NA	NA	NA	NA	sre-43	13982643	Local eQTL
t89_mean	II	13208867	Y46G5A.13.2	0.027385721405583735	0.634	NA	NA	NA	NA	NA	tiar-2	12799740	Local eQTL
t89_mean	II	13208867	Y6D1A.3	0.007063624673617109	0.638	NA	NA	NA	NA	NA	Y6D1A.3	11831226	Local eQTL
t89_mean	II	13208867	F01E11.1.1	0.01021175918556238	0.641	NA	NA	NA	NA	NA	ugt-57	13158734	Distant eQTL
t89_mean	II	13208867	C24H11.5a.1	0.005412120598942178	0.642	NA	NA	NA	NA	NA	C24H11.5	11896616	Distant eQTL
t89_mean	II	13208867	C50E10.2c.1	0.00920226220476206	0.642	NA	NA	NA	NA	NA	C50E10.2	12301768	Local eQTL
t89_mean	II	13208867	Y53F4B.36.1	0.008356359094934906	0.643	NA	NA	NA	NA	NA	Y53F4B.36	14196267	Local eQTL
t89_mean	II	13208867	F15D4.6.1	0.009026667436674855	0.644	NA	NA	NA	NA	NA	F15D4.6	13264654	Local eQTL
t89_mean	II	13208867	W03F9.4a.1	0.023720048041389656	0.644	NA	NA	NA	NA	NA	W03F9.4	13273993	Distant eQTL
t89_mean	II	13208867	C47G2.5a.1	0.011910175461526017	0.653	NA	NA	NA	NA	NA	saps-1	11024572	Local eQTL
t89_mean	II	13208867	F35C5.5b.1	0.023132339572018618	0.653	NA	NA	NA	NA	NA	clec-62	12878710	Local eQTL
t89_mean	II	13208867	T06D8.1i.1	0.008363692479502353	0.657	NA	NA	NA	NA	NA	srap-1	11279813	Local eQTL
t89_mean	II	13208867	F15E11.14.1	0.004100892069463337	0.658	NA	NA	NA	NA	NA	pud-2.2	14014821	Distant eQTL
t89_mean	II	13208867	F59E12.4b.1	0.007840506363145218	0.66	NA	NA	NA	NA	NA	npl-4.1	12048446	Distant eQTL
t89_mean	II	13208867	F45H10.3.1	0.007233407692866548	0.663	NA	NA	NA	NA	NA	F45H10.3	12616401	Local eQTL
t89_mean	II	13208867	Y38F1A.6.1	0.004750231187790021	0.673	NA	NA	NA	NA	NA	hphd-1	13186696	Local eQTL
t89_mean	II	13208867	F46C8.8.2	0.011509350077348884	0.676	NA	NA	NA	NA	NA	F46C8.8	13265642	Distant eQTL
t89_mean	II	13208867	C44B11.6.1	0.01597593679829484	0.679	NA	NA	NA	NA	NA	C44B11.6	14242669	Distant eQTL
t89_mean	II	13208867	R06B9.1.1	0.008206299502661288	0.68	NA	NA	NA	NA	NA	arrd-11	14884692	Distant eQTL
t89_mean	II	13208867	W02A11.8.2	0.01766890158938847	0.68	NA	NA	NA	NA	NA	bath-35	13525837	Distant eQTL
t89_mean	II	13208867	M106.5.2	0.01629512839441217	0.681	NA	NA	NA	NA	NA	cap-2	10860661	Local eQTL
t89_mean	II	13208867	C14B1.1.1	0.010115775760491465	0.682	NA	NA	NA	NA	NA	pdi-1	10372255	Distant eQTL
t89_mean	II	13208867	R07C3.11a.1	0.006560515649900937	0.682	NA	NA	NA	NA	NA	fbxc-24	13339660	Distant eQTL
t89_mean	II	13208867	F13D12.6.1	0.00882959900561706	0.683	NA	NA	NA	NA	NA	ctsa-1.2	11723460	Local eQTL
t89_mean	II	13208867	F37B12.3.2	0.009504473667400521	0.684	NA	NA	NA	NA	NA	F37B12.3	12172574	Distant eQTL
t89_mean	II	13208867	T09F3.2.2	0.005239680654128923	0.684	NA	NA	NA	NA	NA	T09F3.2	12885725	Distant eQTL
t89_mean	II	13208867	Y48B6A.14.1	0.00776715315679955	0.685	NA	NA	NA	NA	NA	hmg-1.1	14342432	Local eQTL
t89_mean	II	13208867	Y65B4BL.1.2	0.016448870844303794	0.685	NA	NA	NA	NA	NA	Y65B4BL.1	13265642	Distant eQTL
t89_mean	II	13208867	ZC84.1.1	0.012389079296408468	0.687	NA	NA	NA	NA	NA	ZC84.1	15120251	Distant eQTL
t89_mean	II	13208867	F15E11.1.1	0.004100892069463337	0.688	NA	NA	NA	NA	NA	pud-2.1	14014821	Distant eQTL
t89_mean	II	13208867	Y54G11B.1.2	0.023748094785939606	0.688	NA	NA	NA	NA	NA	dmsr-6	15111383	Local eQTL
t89_mean	II	13208867	C47D12.5.2	0.007268880177665608	0.693	NA	NA	NA	NA	NA	C47D12.5	11615223	Local eQTL
t89_mean	II	13208867	F26H11.4.1	0.004106218980019747	0.696	NA	NA	NA	NA	NA	F26H11.4	15175263	Local eQTL
t89_mean	II	13208867	Y73C8C.10.1	0.004845597095393404	0.696	NA	NA	NA	NA	NA	Y73C8C.10	13071904	Distant eQTL
t89_mean	II	13208867	ZK180.5b.2	0.016131096988067833	0.696	NA	NA	NA	NA	NA	ZK180.5	14258126	Distant eQTL
t89_mean	II	13208867	Y57A10A.1	0.015343908868667055	0.698	NA	NA	NA	NA	NA	Y57A10A.1	12104671	Local eQTL
t89_mean	II	13208867	C31C9.4	0.00893612789129603	0.699	NA	NA	NA	NA	NA	fbxa-168	13643172	Local eQTL
t89_mean	II	13208867	F08G2.3.1	0.0031559600680839536	0.699	NA	NA	NA	NA	NA	his-42	13817664	Local eQTL
t89_mean	II	13208867	K01A2.8d.1	0.013373285272702295	0.7	NA	NA	NA	NA	NA	mps-2	14060605	Distant eQTL
t89_mean	II	13208867	F15E11.13.1	0.00449673798066989	0.702	NA	NA	NA	NA	NA	pud-1.1	14014821	Distant eQTL
t89_mean	II	13208867	Y39G8B.1b.1	0.0027594534136697597	0.706	NA	NA	NA	NA	NA	Y39G8B.1	13981544	Local eQTL
t89_mean	II	13208867	Y46G5A.12.2	0.005978638350317198	0.708	NA	NA	NA	NA	NA	vps-2	12764079	Local eQTL
t89_mean	II	13208867	R05H10.2.2	0.011572346061879249	0.714	NA	NA	NA	NA	NA	rbm-28	14572783	Local eQTL
t89_mean	II	13208867	Y57A10A.19.1	0.009462905136522015	0.716	NA	NA	NA	NA	NA	rsr-2	12454247	Local eQTL
t89_mean	II	13208867	W09H1.5.2	0.014410646621820063	0.718	NA	NA	NA	NA	NA	mecr-1	13182902	Local eQTL
t89_mean	II	13208867	K09E4.3a.2	0.0024400448245084777	0.722	NA	NA	NA	NA	NA	K09E4.3	14123563	Local eQTL
t89_mean	II	13208867	T21B4.9.1	0.019843601103299868	0.723	NA	NA	NA	NA	NA	srh-70	12517333	Local eQTL
t89_mean	II	13208867	Y46G5A.19b.1	0.0053389145448609395	0.723	NA	NA	NA	NA	NA	spds-1	12817634	Local eQTL
t89_mean	II	13208867	F43G6.3	0.0044883120056578496	0.726	NA	NA	NA	NA	NA	F43G6.3	11598172	Local eQTL
t89_mean	II	13208867	F59E12.15.2	0.0033976309556345004	0.726	NA	NA	NA	NA	NA	F59E12.15	4968229	Local eQTL
t89_mean	II	13208867	C18G1.3a.2	0.003222589612274989	0.727	NA	NA	NA	NA	NA	bgnt-1.4	12910048	Distant eQTL
t89_mean	II	13208867	Y38E10A.11.1	0.008997203084075414	0.727	NA	NA	NA	NA	NA	nspe-4	12625922	Local eQTL
t89_mean	II	13208867	F32A11.2.2	0.0061225492265710064	0.728	NA	NA	NA	NA	NA	hpr-17	13157045	Local eQTL
t89_mean	II	13208867	Y19D10B.7.1	0.004458031359716337	0.728	NA	NA	NA	NA	NA	pud-1.2	14014821	Distant eQTL
t89_mean	II	13208867	C09F9.2.2	0.013224566127093202	0.729	NA	NA	NA	NA	NA	C09F9.2	13273993	Distant eQTL
t89_mean	II	13208867	F58D12.3.1	0.01133349938758537	0.729	NA	NA	NA	NA	NA	F58D12.3	11706610	Distant eQTL
t89_mean	II	13208867	B0344.2.1	0.009702301403092016	0.731	NA	NA	NA	NA	NA	wrt-9	12759500	Distant eQTL
t89_mean	II	13208867	F18A1.3b.1	0.005761531114454884	0.731	NA	NA	NA	NA	NA	lir-1	8843293	Distant eQTL
t89_mean	II	13208867	T11A5.6c.1	0.0024311033635439363	0.733	NA	NA	NA	NA	NA	clp-9	14106871	Distant eQTL
t89_mean	II	13208867	M01E10.2a.1	0.010569715259852347	0.735	NA	NA	NA	NA	NA	dpy-1	13265642	Distant eQTL
t89_mean	II	13208867	Y19D10A.10	0.013544147444706302	0.737	NA	NA	NA	NA	NA	Y19D10A.10	13781845	Distant eQTL
t89_mean	II	13208867	C18E9.10a.1	0.003274304727652909	0.738	NA	NA	NA	NA	NA	sftd-3	9273089	Local eQTL
t89_mean	II	13208867	Y17G7B.20c.1	0.004450552419984736	0.738	NA	NA	NA	NA	NA	Y17G7B.20	11894395	Local eQTL
t89_mean	II	13208867	Y46E12BL.4b.1	0.008626764700834153	0.741	NA	NA	NA	NA	NA	spsb-1	14528735	Local eQTL
t89_mean	II	13208867	F39H12.4.2	0.0073074911491804026	0.742	NA	NA	NA	NA	NA	igcm-1	13273993	Distant eQTL
t89_mean	II	13208867	B0334.10.1	0.005912193433277927	0.748	NA	NA	NA	NA	NA	B0334.10	11286461	Local eQTL
t89_mean	II	13208867	F26D10.11.1	0.023746775164315333	0.749	NA	NA	NA	NA	NA	lhfp-4	13265642	Distant eQTL
t89_mean	II	13208867	Y38E10A.22c.1	0.0039536516970143576	0.749	NA	NA	NA	NA	NA	Y38E10A.22	12709944	Local eQTL
t89_mean	II	13208867	F19C7.7.2	0.004869077779988789	0.75	NA	NA	NA	NA	NA	col-110	12759806	Distant eQTL
t89_mean	II	13208867	F43G6.11.2	0.007820163857929817	0.75	NA	NA	NA	NA	NA	hda-5	11865989	Local eQTL
t89_mean	II	13208867	Y54E2A.2.1	0.003927604903791221	0.752	NA	NA	NA	NA	NA	smg-9	14583673	Local eQTL
t89_mean	II	13208867	Y46G5A.19a.2	0.010962167278018771	0.754	NA	NA	NA	NA	NA	spds-1	12812805	Local eQTL
t89_mean	II	13208867	Y76B12C.9.2	0.006666604330423712	0.754	NA	NA	NA	NA	NA	Y76B12C.9	13128488	Distant eQTL
t89_mean	II	13208867	F33H2.3.1	0.008655293400567322	0.755	NA	NA	NA	NA	NA	F33H2.3	12346336	Distant eQTL
t89_mean	II	13208867	F55G1.1.1	0.007843289373618875	0.756	NA	NA	NA	NA	NA	F55G1.1	13614531	Distant eQTL
t89_mean	II	13208867	Y57A10A.9.1	0.00650259593309084	0.756	NA	NA	NA	NA	NA	tag-276	12458085	Local eQTL
