Plate Number,Genotype,Well Number,Lifespan Estimate (Days),Healthspan Estimate (Days),Activity Type,Time Point (Days),Activity
2,JT11398,2,14,9,-1,2,756
2,JT11398,2,14,9,-1,2.5,571
2,JT11398,2,14,9,-1,3,844
2,JT11398,2,14,9,-1,3.5,1220
2,JT11398,2,14,9,-1,4,1379
2,JT11398,2,14,9,-1,4.5,2166
2,JT11398,2,14,9,-1,5,2904
2,JT11398,2,14,9,-1,5.5,1930
2,JT11398,2,14,9,-1,6,2319
2,JT11398,2,14,9,-1,6.5,1674
2,JT11398,2,14,9,-1,7,960
2,JT11398,2,14,9,-1,7.5,1099
2,JT11398,2,14,9,-1,8,1194
2,JT11398,2,14,9,-1,8.5,575
2,JT11398,2,14,9,-1,9,1113
2,JT11398,2,14,9,-1,9.5,475
2,JT11398,2,14,9,-1,10,601
2,JT11398,2,14,9,-1,10.5,263
2,JT11398,2,14,9,-1,11,262
2,JT11398,2,14,9,-1,11.5,257
2,JT11398,2,14,9,-1,12,176
2,JT11398,2,14,9,-1,12.5,205
2,JT11398,2,14,9,-1,13,120
2,JT11398,2,14,9,-1,13.5,38
2,JT11398,2,14,9,-1,14,94
2,JT11398,2,14,9,-1,14.5,136
2,JT11398,2,14,9,-1,15,46
2,JT11398,2,14,9,-1,15.5,26
2,JT11398,2,14,9,-1,16,12
2,JT11398,2,14,9,-1,16.5,1
2,JT11398,2,14,9,-1,17,1
2,JT11398,2,14,9,-1,17.5,8
2,JT11398,2,14,9,-1,18,1
2,JT11398,2,14,9,-1,18.5,1
2,JT11398,2,14,9,-1,19,1
2,JT11398,2,14,9,-1,19.5,0
2,JT11398,2,14,9,-1,20,0
2,JT11398,2,14,9,-1,20.5,0
2,JT11398,2,14,9,-1,24,0
2,JT11398,2,14,9,-1,24.5,0
2,JT11398,2,14,9,-1,25,0
2,JT11398,2,14,9,-1,25.5,0
2,JT11398,2,14,9,-1,26,0
2,JT11398,2,14,9,-1,26.5,0
2,JT11398,2,14,9,-1,27,0
2,JT11398,2,14,9,-1,27.5,0
2,JT11398,2,14,9,-1,28,0
2,JT11398,2,14,9,-1,28.5,0
2,JT11398,2,14,9,-1,29,0
2,JT11398,2,14,9,-2,1.5,97
2,JT11398,2,14,9,-2,2,312
2,JT11398,2,14,9,-2,2.5,298
2,JT11398,2,14,9,-2,3,690
2,JT11398,2,14,9,-2,3.5,1116
2,JT11398,2,14,9,-2,4,1466
2,JT11398,2,14,9,-2,4.5,1505
2,JT11398,2,14,9,-2,5,1833
2,JT11398,2,14,9,-2,5.5,2057
2,JT11398,2,14,9,-2,6,1664
2,JT11398,2,14,9,-2,6.5,1541
2,JT11398,2,14,9,-2,7,963
2,JT11398,2,14,9,-2,7.5,843
2,JT11398,2,14,9,-2,8,518
2,JT11398,2,14,9,-2,8.5,514
2,JT11398,2,14,9,-2,9,669
2,JT11398,2,14,9,-2,9.5,161
2,JT11398,2,14,9,-2,10,405
2,JT11398,2,14,9,-2,10.5,200
2,JT11398,2,14,9,-2,11,49
2,JT11398,2,14,9,-2,11.5,314
2,JT11398,2,14,9,-2,12,148
2,JT11398,2,14,9,-2,12.5,173
2,JT11398,2,14,9,-2,13,40
2,JT11398,2,14,9,-2,13.5,34
2,JT11398,2,14,9,-2,14,15
2,JT11398,2,14,9,-2,14.5,18
2,JT11398,2,14,9,-2,15,3
2,JT11398,2,14,9,-2,15.5,14
2,JT11398,2,14,9,-2,16,0
2,JT11398,2,14,9,-2,16.5,0
2,JT11398,2,14,9,-2,17,1
2,JT11398,2,14,9,-2,17.5,1
2,JT11398,2,14,9,-2,18,1
2,JT11398,2,14,9,-2,18.5,0
2,JT11398,2,14,9,-2,19,0
2,JT11398,2,14,9,-2,19.5,0
2,JT11398,2,14,9,-2,20,0
2,JT11398,2,14,9,-2,20.5,0
2,JT11398,2,14,9,-2,24,0
2,JT11398,2,14,9,-2,24.5,0
2,JT11398,2,14,9,-2,25,0
2,JT11398,2,14,9,-2,25.5,0
2,JT11398,2,14,9,-2,26,0
2,JT11398,2,14,9,-2,26.5,0
2,JT11398,2,14,9,-2,27,0
2,JT11398,2,14,9,-2,27.5,0
2,JT11398,2,14,9,-2,28,0
2,JT11398,2,14,9,-2,28.5,0
2,JT11398,2,14,9,-2,29,0
2,EG4725,1,13.5,9,-1,1.5,0
2,EG4725,1,13.5,9,-1,2,87
2,EG4725,1,13.5,9,-1,2.5,185
2,EG4725,1,13.5,9,-1,3,269
2,EG4725,1,13.5,9,-1,3.5,581
2,EG4725,1,13.5,9,-1,4,348
2,EG4725,1,13.5,9,-1,4.5,497
2,EG4725,1,13.5,9,-1,5,553
2,EG4725,1,13.5,9,-1,5.5,128
2,EG4725,1,13.5,9,-1,6,217
2,EG4725,1,13.5,9,-1,6.5,8
2,EG4725,1,13.5,9,-1,7,196
2,EG4725,1,13.5,9,-1,7.5,133
2,EG4725,1,13.5,9,-1,8,57
2,EG4725,1,13.5,9,-1,8.5,78
2,EG4725,1,13.5,9,-1,9,98
2,EG4725,1,13.5,9,-1,9.5,56
2,EG4725,1,13.5,9,-1,10,11
2,EG4725,1,13.5,9,-1,10.5,185
2,EG4725,1,13.5,9,-1,11,93
2,EG4725,1,13.5,9,-1,11.5,40
2,EG4725,1,13.5,9,-1,12,49
2,EG4725,1,13.5,9,-1,12.5,35
2,EG4725,1,13.5,9,-1,13,87
2,EG4725,1,13.5,9,-1,13.5,16
2,EG4725,1,13.5,9,-1,14,4
2,EG4725,1,13.5,9,-1,14.5,1
2,EG4725,1,13.5,9,-1,15,19
2,EG4725,1,13.5,9,-1,15.5,1
2,EG4725,1,13.5,9,-1,16,1
2,EG4725,1,13.5,9,-1,16.5,1
2,EG4725,1,13.5,9,-1,17,0
2,EG4725,1,13.5,9,-1,17.5,4
2,EG4725,1,13.5,9,-1,18,0
2,EG4725,1,13.5,9,-1,18.5,2
2,EG4725,1,13.5,9,-1,19,2
2,EG4725,1,13.5,9,-1,19.5,0
2,EG4725,1,13.5,9,-1,20,1
2,EG4725,1,13.5,9,-1,20.5,0
2,EG4725,1,13.5,9,-1,24,0
2,EG4725,1,13.5,9,-1,24.5,0
2,EG4725,1,13.5,9,-1,25,0
2,EG4725,1,13.5,9,-1,25.5,0
2,EG4725,1,13.5,9,-1,26,0
2,EG4725,1,13.5,9,-1,26.5,0
2,EG4725,1,13.5,9,-1,27,0
2,EG4725,1,13.5,9,-1,27.5,0
2,EG4725,1,13.5,9,-1,28,0
2,EG4725,1,13.5,9,-1,28.5,0
2,EG4725,1,13.5,9,-1,29,0
2,EG4725,1,13.5,9,-2,1.5,0
2,EG4725,1,13.5,9,-2,2,14
2,EG4725,1,13.5,9,-2,2.5,55
2,EG4725,1,13.5,9,-2,3,84
2,EG4725,1,13.5,9,-2,3.5,266
2,EG4725,1,13.5,9,-2,4,354
2,EG4725,1,13.5,9,-2,4.5,332
2,EG4725,1,13.5,9,-2,5,241
2,EG4725,1,13.5,9,-2,5.5,53
2,EG4725,1,13.5,9,-2,6,272
2,EG4725,1,13.5,9,-2,6.5,37
2,EG4725,1,13.5,9,-2,7,121
2,EG4725,1,13.5,9,-2,7.5,17
2,EG4725,1,13.5,9,-2,8,23
2,EG4725,1,13.5,9,-2,8.5,72
2,EG4725,1,13.5,9,-2,9,34
2,EG4725,1,13.5,9,-2,9.5,10
2,EG4725,1,13.5,9,-2,10,8
2,EG4725,1,13.5,9,-2,10.5,25
2,EG4725,1,13.5,9,-2,11,47
2,EG4725,1,13.5,9,-2,11.5,24
2,EG4725,1,13.5,9,-2,12,21
2,EG4725,1,13.5,9,-2,12.5,3
2,EG4725,1,13.5,9,-2,13,3
2,EG4725,1,13.5,9,-2,13.5,2
2,EG4725,1,13.5,9,-2,14,1
2,EG4725,1,13.5,9,-2,14.5,0
2,EG4725,1,13.5,9,-2,15,0
2,EG4725,1,13.5,9,-2,15.5,0
2,EG4725,1,13.5,9,-2,16,0
2,EG4725,1,13.5,9,-2,16.5,0
2,EG4725,1,13.5,9,-2,17,0
2,EG4725,1,13.5,9,-2,17.5,0
2,EG4725,1,13.5,9,-2,18,0
2,EG4725,1,13.5,9,-2,18.5,0
2,EG4725,1,13.5,9,-2,19,0
2,EG4725,1,13.5,9,-2,19.5,0
2,EG4725,1,13.5,9,-2,20,0
2,EG4725,1,13.5,9,-2,20.5,0
2,EG4725,1,13.5,9,-2,24,0
2,EG4725,1,13.5,9,-2,24.5,0
2,EG4725,1,13.5,9,-2,25,0
2,EG4725,1,13.5,9,-2,25.5,0
2,EG4725,1,13.5,9,-2,26,0
2,EG4725,1,13.5,9,-2,26.5,0
2,EG4725,1,13.5,9,-2,27,0
2,EG4725,1,13.5,9,-2,27.5,0
2,EG4725,1,13.5,9,-2,28,0
2,EG4725,1,13.5,9,-2,28.5,0
2,EG4725,1,13.5,9,-2,29,0
2,EG4725,2,12.5,9,-1,1.5,12
2,EG4725,2,12.5,9,-1,2,299
2,EG4725,2,12.5,9,-1,2.5,862
2,EG4725,2,12.5,9,-1,3,773
2,EG4725,2,12.5,9,-1,3.5,925
2,EG4725,2,12.5,9,-1,4,1271
2,EG4725,2,12.5,9,-1,4.5,1191
2,EG4725,2,12.5,9,-1,5,1792
2,EG4725,2,12.5,9,-1,5.5,953
2,EG4725,2,12.5,9,-1,6,796
2,EG4725,2,12.5,9,-1,6.5,854
2,EG4725,2,12.5,9,-1,7,708
2,EG4725,2,12.5,9,-1,7.5,454
2,EG4725,2,12.5,9,-1,8,525
2,EG4725,2,12.5,9,-1,8.5,411
2,EG4725,2,12.5,9,-1,9,360
2,EG4725,2,12.5,9,-1,9.5,557
2,EG4725,2,12.5,9,-1,10,215
2,EG4725,2,12.5,9,-1,10.5,374
2,EG4725,2,12.5,9,-1,11,235
2,EG4725,2,12.5,9,-1,11.5,69
2,EG4725,2,12.5,9,-1,12,76
2,EG4725,2,12.5,9,-1,12.5,183
2,EG4725,2,12.5,9,-1,13,6
2,EG4725,2,12.5,9,-1,13.5,13
2,EG4725,2,12.5,9,-1,14,3
2,EG4725,2,12.5,9,-1,14.5,8
2,EG4725,2,12.5,9,-1,15,3
2,EG4725,2,12.5,9,-1,15.5,22
2,EG4725,2,12.5,9,-1,16,2
2,EG4725,2,12.5,9,-1,16.5,0
2,EG4725,2,12.5,9,-1,17,1
2,EG4725,2,12.5,9,-1,17.5,1
2,EG4725,2,12.5,9,-1,18,0
2,EG4725,2,12.5,9,-1,18.5,0
2,EG4725,2,12.5,9,-1,19,0
2,EG4725,2,12.5,9,-1,19.5,0
2,EG4725,2,12.5,9,-1,20,0
2,EG4725,2,12.5,9,-1,20.5,0
2,EG4725,2,12.5,9,-1,24,0
2,EG4725,2,12.5,9,-1,24.5,0
2,EG4725,2,12.5,9,-1,25,0
2,EG4725,2,12.5,9,-1,25.5,0
2,EG4725,2,12.5,9,-1,26,0
2,EG4725,2,12.5,9,-1,26.5,0
2,EG4725,2,12.5,9,-1,27,0
2,EG4725,2,12.5,9,-1,27.5,0
2,EG4725,2,12.5,9,-1,28,0
2,EG4725,2,12.5,9,-1,28.5,0
2,EG4725,2,12.5,9,-1,29,0
2,EG4725,2,12.5,9,-2,1.5,127
2,EG4725,2,12.5,9,-2,2,208
2,EG4725,2,12.5,9,-2,2.5,809
2,EG4725,2,12.5,9,-2,3,234
2,EG4725,2,12.5,9,-2,3.5,904
2,EG4725,2,12.5,9,-2,4,870
2,EG4725,2,12.5,9,-2,4.5,875
2,EG4725,2,12.5,9,-2,5,775
2,EG4725,2,12.5,9,-2,5.5,694
2,EG4725,2,12.5,9,-2,6,409
2,EG4725,2,12.5,9,-2,6.5,582
2,EG4725,2,12.5,9,-2,7,355
2,EG4725,2,12.5,9,-2,7.5,352
2,EG4725,2,12.5,9,-2,8,223
2,EG4725,2,12.5,9,-2,8.5,148
2,EG4725,2,12.5,9,-2,9,169
2,EG4725,2,12.5,9,-2,9.5,168
2,EG4725,2,12.5,9,-2,10,32
2,EG4725,2,12.5,9,-2,10.5,74
2,EG4725,2,12.5,9,-2,11,166
2,EG4725,2,12.5,9,-2,11.5,88
2,EG4725,2,12.5,9,-2,12,50
2,EG4725,2,12.5,9,-2,12.5,6
2,EG4725,2,12.5,9,-2,13,1
2,EG4725,2,12.5,9,-2,13.5,0
2,EG4725,2,12.5,9,-2,14,0
2,EG4725,2,12.5,9,-2,14.5,0
2,EG4725,2,12.5,9,-2,15,1
2,EG4725,2,12.5,9,-2,15.5,0
2,EG4725,2,12.5,9,-2,16,1
2,EG4725,2,12.5,9,-2,16.5,0
2,EG4725,2,12.5,9,-2,17,0
2,EG4725,2,12.5,9,-2,17.5,0
2,EG4725,2,12.5,9,-2,18,0
2,EG4725,2,12.5,9,-2,18.5,0
2,EG4725,2,12.5,9,-2,19,0
2,EG4725,2,12.5,9,-2,19.5,0
2,EG4725,2,12.5,9,-2,20,0
2,EG4725,2,12.5,9,-2,20.5,0
2,EG4725,2,12.5,9,-2,24,1
2,EG4725,2,12.5,9,-2,24.5,0
2,EG4725,2,12.5,9,-2,25,0
2,EG4725,2,12.5,9,-2,25.5,0
2,EG4725,2,12.5,9,-2,26,0
2,EG4725,2,12.5,9,-2,26.5,0
2,EG4725,2,12.5,9,-2,27,0
2,EG4725,2,12.5,9,-2,27.5,0
2,EG4725,2,12.5,9,-2,28,0
2,EG4725,2,12.5,9,-2,28.5,0
2,EG4725,2,12.5,9,-2,29,0
2,ED3017,1,11,9,-1,1.5,0
2,ED3017,1,11,9,-1,2,90
2,ED3017,1,11,9,-1,2.5,47
2,ED3017,1,11,9,-1,3,116
2,ED3017,1,11,9,-1,3.5,2
2,ED3017,1,11,9,-1,4,64
2,ED3017,1,11,9,-1,4.5,156
2,ED3017,1,11,9,-1,5,31
2,ED3017,1,11,9,-1,5.5,203
2,ED3017,1,11,9,-1,6,60
2,ED3017,1,11,9,-1,6.5,154
2,ED3017,1,11,9,-1,7,193
2,ED3017,1,11,9,-1,7.5,124
2,ED3017,1,11,9,-1,8,96
2,ED3017,1,11,9,-1,8.5,77
2,ED3017,1,11,9,-1,9,126
2,ED3017,1,11,9,-1,9.5,136
2,ED3017,1,11,9,-1,10,13
2,ED3017,1,11,9,-1,10.5,27
2,ED3017,1,11,9,-1,11,20
2,ED3017,1,11,9,-1,11.5,1
2,ED3017,1,11,9,-1,12,0
2,ED3017,1,11,9,-1,12.5,1
2,ED3017,1,11,9,-1,13,0
2,ED3017,1,11,9,-1,13.5,0
2,ED3017,1,11,9,-1,14,1
2,ED3017,1,11,9,-1,14.5,0
2,ED3017,1,11,9,-1,15,0
2,ED3017,1,11,9,-1,15.5,0
2,ED3017,1,11,9,-1,16,0
2,ED3017,1,11,9,-1,16.5,0
2,ED3017,1,11,9,-1,17,0
2,ED3017,1,11,9,-1,17.5,0
2,ED3017,1,11,9,-1,18,0
2,ED3017,1,11,9,-1,18.5,1
2,ED3017,1,11,9,-1,19,0
2,ED3017,1,11,9,-1,19.5,0
2,ED3017,1,11,9,-1,20,0
2,ED3017,1,11,9,-1,20.5,0
2,ED3017,1,11,9,-1,24,0
2,ED3017,1,11,9,-1,24.5,0
2,ED3017,1,11,9,-1,25,0
2,ED3017,1,11,9,-1,25.5,0
2,ED3017,1,11,9,-1,26,0
2,ED3017,1,11,9,-1,26.5,0
2,ED3017,1,11,9,-1,27,0
2,ED3017,1,11,9,-1,27.5,0
2,ED3017,1,11,9,-1,28,0
2,ED3017,1,11,9,-1,28.5,0
2,ED3017,1,11,9,-1,29,0
2,ED3017,1,11,9,-2,1.5,1
2,ED3017,1,11,9,-2,2,1
2,ED3017,1,11,9,-2,2.5,5
2,ED3017,1,11,9,-2,3,40
2,ED3017,1,11,9,-2,3.5,99
2,ED3017,1,11,9,-2,4,88
2,ED3017,1,11,9,-2,4.5,16
2,ED3017,1,11,9,-2,5,56
2,ED3017,1,11,9,-2,5.5,148
2,ED3017,1,11,9,-2,6,46
2,ED3017,1,11,9,-2,6.5,62
2,ED3017,1,11,9,-2,7,70
2,ED3017,1,11,9,-2,7.5,18
2,ED3017,1,11,9,-2,8,54
2,ED3017,1,11,9,-2,8.5,73
2,ED3017,1,11,9,-2,9,35
2,ED3017,1,11,9,-2,9.5,54
2,ED3017,1,11,9,-2,10,9
2,ED3017,1,11,9,-2,10.5,69
2,ED3017,1,11,9,-2,11,13
2,ED3017,1,11,9,-2,11.5,0
2,ED3017,1,11,9,-2,12,47
2,ED3017,1,11,9,-2,12.5,3
2,ED3017,1,11,9,-2,13,1
2,ED3017,1,11,9,-2,13.5,0
2,ED3017,1,11,9,-2,14,1
2,ED3017,1,11,9,-2,14.5,0
2,ED3017,1,11,9,-2,15,0
2,ED3017,1,11,9,-2,15.5,0
2,ED3017,1,11,9,-2,16,1
2,ED3017,1,11,9,-2,16.5,0
2,ED3017,1,11,9,-2,17,0
2,ED3017,1,11,9,-2,17.5,0
2,ED3017,1,11,9,-2,18,0
2,ED3017,1,11,9,-2,18.5,0
2,ED3017,1,11,9,-2,19,0
2,ED3017,1,11,9,-2,19.5,0
2,ED3017,1,11,9,-2,20,0
2,ED3017,1,11,9,-2,20.5,0
2,ED3017,1,11,9,-2,24,0
2,ED3017,1,11,9,-2,24.5,0
2,ED3017,1,11,9,-2,25,0
2,ED3017,1,11,9,-2,25.5,0
2,ED3017,1,11,9,-2,26,0
2,ED3017,1,11,9,-2,26.5,0
2,ED3017,1,11,9,-2,27,0
2,ED3017,1,11,9,-2,27.5,0
2,ED3017,1,11,9,-2,28,0
2,ED3017,1,11,9,-2,28.5,0
2,ED3017,1,11,9,-2,29,0
2,ED3017,2,14,8,-1,1.5,13
2,ED3017,2,14,8,-1,2,67
2,ED3017,2,14,8,-1,2.5,11
2,ED3017,2,14,8,-1,3,137
2,ED3017,2,14,8,-1,3.5,229
2,ED3017,2,14,8,-1,4,242
2,ED3017,2,14,8,-1,4.5,297
2,ED3017,2,14,8,-1,5,342
2,ED3017,2,14,8,-1,5.5,442
2,ED3017,2,14,8,-1,6,482
2,ED3017,2,14,8,-1,6.5,403
2,ED3017,2,14,8,-1,7,329
2,ED3017,2,14,8,-1,7.5,328
2,ED3017,2,14,8,-1,8,314
2,ED3017,2,14,8,-1,8.5,125
2,ED3017,2,14,8,-1,9,76
2,ED3017,2,14,8,-1,9.5,114
2,ED3017,2,14,8,-1,10,53
2,ED3017,2,14,8,-1,10.5,11
2,ED3017,2,14,8,-1,11,12
2,ED3017,2,14,8,-1,11.5,19
2,ED3017,2,14,8,-1,12,12
2,ED3017,2,14,8,-1,12.5,22
2,ED3017,2,14,8,-1,13,1
2,ED3017,2,14,8,-1,13.5,23
2,ED3017,2,14,8,-1,14,25
2,ED3017,2,14,8,-1,14.5,16
2,ED3017,2,14,8,-1,15,0
2,ED3017,2,14,8,-1,15.5,1
2,ED3017,2,14,8,-1,16,1
2,ED3017,2,14,8,-1,16.5,8
2,ED3017,2,14,8,-1,17,1
2,ED3017,2,14,8,-1,17.5,0
2,ED3017,2,14,8,-1,18,0
2,ED3017,2,14,8,-1,18.5,0
2,ED3017,2,14,8,-1,19,0
2,ED3017,2,14,8,-1,19.5,0
2,ED3017,2,14,8,-1,20,0
2,ED3017,2,14,8,-1,20.5,0
2,ED3017,2,14,8,-1,24,0
2,ED3017,2,14,8,-1,24.5,0
2,ED3017,2,14,8,-1,25,0
2,ED3017,2,14,8,-1,25.5,0
2,ED3017,2,14,8,-1,26,0
2,ED3017,2,14,8,-1,26.5,0
2,ED3017,2,14,8,-1,27,0
2,ED3017,2,14,8,-1,27.5,0
2,ED3017,2,14,8,-1,28,0
2,ED3017,2,14,8,-1,28.5,0
2,ED3017,2,14,8,-1,29,0
2,ED3017,2,14,8,-2,1.5,8
2,ED3017,2,14,8,-2,2,2
2,ED3017,2,14,8,-2,2.5,21
2,ED3017,2,14,8,-2,3,135
2,ED3017,2,14,8,-2,3.5,129
2,ED3017,2,14,8,-2,4,301
2,ED3017,2,14,8,-2,4.5,139
2,ED3017,2,14,8,-2,5,117
2,ED3017,2,14,8,-2,5.5,272
2,ED3017,2,14,8,-2,6,291
2,ED3017,2,14,8,-2,6.5,93
2,ED3017,2,14,8,-2,7,288
2,ED3017,2,14,8,-2,7.5,150
2,ED3017,2,14,8,-2,8,141
2,ED3017,2,14,8,-2,8.5,12
2,ED3017,2,14,8,-2,9,48
2,ED3017,2,14,8,-2,9.5,31
2,ED3017,2,14,8,-2,10,32
2,ED3017,2,14,8,-2,10.5,34
2,ED3017,2,14,8,-2,11,3
2,ED3017,2,14,8,-2,11.5,37
2,ED3017,2,14,8,-2,12,0
2,ED3017,2,14,8,-2,12.5,17
2,ED3017,2,14,8,-2,13,0
2,ED3017,2,14,8,-2,13.5,2
2,ED3017,2,14,8,-2,14,12
2,ED3017,2,14,8,-2,14.5,24
2,ED3017,2,14,8,-2,15,1
2,ED3017,2,14,8,-2,15.5,9
2,ED3017,2,14,8,-2,16,0
2,ED3017,2,14,8,-2,16.5,8
2,ED3017,2,14,8,-2,17,1
2,ED3017,2,14,8,-2,17.5,0
2,ED3017,2,14,8,-2,18,0
2,ED3017,2,14,8,-2,18.5,0
2,ED3017,2,14,8,-2,19,0
2,ED3017,2,14,8,-2,19.5,0
2,ED3017,2,14,8,-2,20,0
2,ED3017,2,14,8,-2,20.5,0
2,ED3017,2,14,8,-2,24,0
2,ED3017,2,14,8,-2,24.5,0
2,ED3017,2,14,8,-2,25,0
2,ED3017,2,14,8,-2,25.5,0
2,ED3017,2,14,8,-2,26,0
2,ED3017,2,14,8,-2,26.5,0
2,ED3017,2,14,8,-2,27,0
2,ED3017,2,14,8,-2,27.5,0
2,ED3017,2,14,8,-2,28,0
2,ED3017,2,14,8,-2,28.5,0
2,ED3017,2,14,8,-2,29,0
2,MY16,1,14.5,11,-1,1.5,0
2,MY16,1,14.5,11,-1,2,102
2,MY16,1,14.5,11,-1,2.5,33
2,MY16,1,14.5,11,-1,3,69
2,MY16,1,14.5,11,-1,3.5,60
2,MY16,1,14.5,11,-1,4,34
2,MY16,1,14.5,11,-1,4.5,16
2,MY16,1,14.5,11,-1,5,1
2,MY16,1,14.5,11,-1,5.5,1
2,MY16,1,14.5,11,-1,6,1
2,MY16,1,14.5,11,-1,6.5,30
2,MY16,1,14.5,11,-1,7,23
2,MY16,1,14.5,11,-1,7.5,60
2,MY16,1,14.5,11,-1,8,96
2,MY16,1,14.5,11,-1,8.5,52
2,MY16,1,14.5,11,-1,9,35
2,MY16,1,14.5,11,-1,9.5,36
2,MY16,1,14.5,11,-1,10,104
2,MY16,1,14.5,11,-1,10.5,70
2,MY16,1,14.5,11,-1,11,56
2,MY16,1,14.5,11,-1,11.5,43
2,MY16,1,14.5,11,-1,12,8
2,MY16,1,14.5,11,-1,12.5,11
2,MY16,1,14.5,11,-1,13,8
2,MY16,1,14.5,11,-1,13.5,27
2,MY16,1,14.5,11,-1,14,15
2,MY16,1,14.5,11,-1,14.5,6
2,MY16,1,14.5,11,-1,15,0
2,MY16,1,14.5,11,-1,15.5,1
2,MY16,1,14.5,11,-1,16,1
2,MY16,1,14.5,11,-1,16.5,5
2,MY16,1,14.5,11,-1,17,0
2,MY16,1,14.5,11,-1,17.5,0
2,MY16,1,14.5,11,-1,18,1
2,MY16,1,14.5,11,-1,18.5,0
2,MY16,1,14.5,11,-1,19,1
2,MY16,1,14.5,11,-1,19.5,0
2,MY16,1,14.5,11,-1,20,0
2,MY16,1,14.5,11,-1,20.5,0
2,MY16,1,14.5,11,-1,24,0
2,MY16,1,14.5,11,-1,24.5,0
2,MY16,1,14.5,11,-1,25,0
2,MY16,1,14.5,11,-1,25.5,0
2,MY16,1,14.5,11,-1,26,0
2,MY16,1,14.5,11,-1,26.5,0
2,MY16,1,14.5,11,-1,27,0
2,MY16,1,14.5,11,-1,27.5,0
2,MY16,1,14.5,11,-1,28,0
2,MY16,1,14.5,11,-1,28.5,0
2,MY16,1,14.5,11,-1,29,0
2,MY16,1,14.5,11,-2,1.5,0
2,MY16,1,14.5,11,-2,2,91
2,MY16,1,14.5,11,-2,2.5,5
2,MY16,1,14.5,11,-2,3,88
2,MY16,1,14.5,11,-2,3.5,23
2,MY16,1,14.5,11,-2,4,58
2,MY16,1,14.5,11,-2,4.5,94
2,MY16,1,14.5,11,-2,5,0
2,MY16,1,14.5,11,-2,5.5,1
2,MY16,1,14.5,11,-2,6,1
2,MY16,1,14.5,11,-2,6.5,139
2,MY16,1,14.5,11,-2,7,20
2,MY16,1,14.5,11,-2,7.5,3
2,MY16,1,14.5,11,-2,8,39
2,MY16,1,14.5,11,-2,8.5,42
2,MY16,1,14.5,11,-2,9,49
2,MY16,1,14.5,11,-2,9.5,9
2,MY16,1,14.5,11,-2,10,39
2,MY16,1,14.5,11,-2,10.5,11
2,MY16,1,14.5,11,-2,11,14
2,MY16,1,14.5,11,-2,11.5,11
2,MY16,1,14.5,11,-2,12,23
2,MY16,1,14.5,11,-2,12.5,1
2,MY16,1,14.5,11,-2,13,2
2,MY16,1,14.5,11,-2,13.5,1
2,MY16,1,14.5,11,-2,14,6
2,MY16,1,14.5,11,-2,14.5,9
2,MY16,1,14.5,11,-2,15,0
2,MY16,1,14.5,11,-2,15.5,0
2,MY16,1,14.5,11,-2,16,0
2,MY16,1,14.5,11,-2,16.5,1
2,MY16,1,14.5,11,-2,17,0
2,MY16,1,14.5,11,-2,17.5,0
2,MY16,1,14.5,11,-2,18,0
2,MY16,1,14.5,11,-2,18.5,0
2,MY16,1,14.5,11,-2,19,0
2,MY16,1,14.5,11,-2,19.5,0
2,MY16,1,14.5,11,-2,20,0
2,MY16,1,14.5,11,-2,20.5,0
2,MY16,1,14.5,11,-2,24,0
2,MY16,1,14.5,11,-2,24.5,0
2,MY16,1,14.5,11,-2,25,0
2,MY16,1,14.5,11,-2,25.5,0
2,MY16,1,14.5,11,-2,26,0
2,MY16,1,14.5,11,-2,26.5,0
2,MY16,1,14.5,11,-2,27,0
2,MY16,1,14.5,11,-2,27.5,0
2,MY16,1,14.5,11,-2,28,0
2,MY16,1,14.5,11,-2,28.5,0
2,MY16,1,14.5,11,-2,29,0
2,MY16,2,17,10.5,-1,1.5,137
2,MY16,2,17,10.5,-1,2,541
2,MY16,2,17,10.5,-1,2.5,289
2,MY16,2,17,10.5,-1,3,423
2,MY16,2,17,10.5,-1,3.5,527
2,MY16,2,17,10.5,-1,4,244
2,MY16,2,17,10.5,-1,4.5,561
2,MY16,2,17,10.5,-1,5,249
2,MY16,2,17,10.5,-1,5.5,421
2,MY16,2,17,10.5,-1,6,381
2,MY16,2,17,10.5,-1,6.5,539
2,MY16,2,17,10.5,-1,7,370
2,MY16,2,17,10.5,-1,7.5,239
2,MY16,2,17,10.5,-1,8,342
2,MY16,2,17,10.5,-1,8.5,604
2,MY16,2,17,10.5,-1,9,166
2,MY16,2,17,10.5,-1,9.5,426
2,MY16,2,17,10.5,-1,10,438
2,MY16,2,17,10.5,-1,10.5,272
2,MY16,2,17,10.5,-1,11,314
2,MY16,2,17,10.5,-1,11.5,186
2,MY16,2,17,10.5,-1,12,38
2,MY16,2,17,10.5,-1,12.5,26
2,MY16,2,17,10.5,-1,13,169
2,MY16,2,17,10.5,-1,13.5,21
2,MY16,2,17,10.5,-1,14,41
2,MY16,2,17,10.5,-1,14.5,60
2,MY16,2,17,10.5,-1,15,0
2,MY16,2,17,10.5,-1,15.5,1
2,MY16,2,17,10.5,-1,16,3
2,MY16,2,17,10.5,-1,16.5,1
2,MY16,2,17,10.5,-1,17,39
2,MY16,2,17,10.5,-1,17.5,11
2,MY16,2,17,10.5,-1,18,3
2,MY16,2,17,10.5,-1,18.5,8
2,MY16,2,17,10.5,-1,19,27
2,MY16,2,17,10.5,-1,19.5,20
2,MY16,2,17,10.5,-1,20,0
